瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),浅氢(16规困),嚼档(%),泅瘤扁拘(hPa),老炼(hr),老荤(MJ/m2),利汲(cm),傈款樊(10盒困)
159,何魂,2013-01-01 00:00,-2.3,,1.6,340,51,1012.5,,,,0
159,何魂,2013-01-01 01:00,-2.4,,1.8,340,54,1012.3,,,,
159,何魂,2013-01-01 02:00,-2.5,,1.9,340,53,1013.3,,,,
159,何魂,2013-01-01 03:00,-2,,1.7,320,52,1013.4,,,,6
159,何魂,2013-01-01 04:00,-2.3,,2.1,320,54,1013,,,,0
159,何魂,2013-01-01 05:00,-2.5,,.4,0,55,1012.2,,,,0
159,何魂,2013-01-01 06:00,-2.7,,.2,0,56,1012.1,,,,0
159,何魂,2013-01-01 07:00,-2.6,,.2,0,57,1011.9,,,,0
159,何魂,2013-01-01 08:00,-2.4,,.2,0,54,1011.7,0,.02,,2
159,何魂,2013-01-01 09:00,1.1,,.2,0,45,1011.9,.8,.37,,3
159,何魂,2013-01-01 10:00,2.4,,1.3,250,49,1011.7,1,.65,,5
159,何魂,2013-01-01 11:00,5.4,,4.5,230,52,1010.9,1,1.2,,6
159,何魂,2013-01-01 12:00,6.7,,4.2,250,54,1009.6,1,1.42,,6
159,何魂,2013-01-01 13:00,6.2,,6.7,250,54,1009.2,1,1.42,,5
159,何魂,2013-01-01 14:00,7.7,,4.6,250,46,1008.6,1,1.55,,4
159,何魂,2013-01-01 15:00,7.5,,6.4,270,42,1008.8,1,1.3,,3
159,何魂,2013-01-01 16:00,6.3,,6,270,41,1009.4,1,.79,,3
159,何魂,2013-01-01 17:00,5.1,,4.9,250,44,1010.3,.2,.27,,0
159,何魂,2013-01-01 18:00,4.3,,4.4,250,43,1011,0,0,,3
159,何魂,2013-01-01 19:00,3.6,,3.6,270,48,1012,,,,
159,何魂,2013-01-01 20:00,3.7,,5.1,270,44,1012.3,,,,
159,何魂,2013-01-01 21:00,3.5,,4.3,290,43,1012.4,,,,3
159,何魂,2013-01-01 22:00,2.8,,3.8,270,46,1012.8,,,,
159,何魂,2013-01-01 23:00,2.4,,2.3,270,49,1012.7,,,,
159,何魂,2013-01-02 00:00,2.3,,2.8,250,53,1012.4,,,,3
159,何魂,2013-01-02 01:00,2.1,,1.9,270,56,1011.9,,,,
159,何魂,2013-01-02 02:00,2.6,,2.6,270,56,1011.9,,,,
159,何魂,2013-01-02 03:00,3,,3.7,270,57,1011.9,,,,4
159,何魂,2013-01-02 04:00,3,,3.1,270,61,1012.2,,,,3
159,何魂,2013-01-02 05:00,3.2,,3.6,250,61,1012.4,,,,3
159,何魂,2013-01-02 06:00,3.1,,5.3,270,57,1012.9,,,,3
159,何魂,2013-01-02 07:00,1.9,,2.5,290,62,1014.1,,,,3
159,何魂,2013-01-02 08:00,1.7,,4,290,50,1015.1,0,.02,,4
159,何魂,2013-01-02 09:00,1.8,,3.2,320,49,1016.7,.7,.34,,3
159,何魂,2013-01-02 10:00,1.6,,3.8,290,37,1017.7,1,.92,,0
159,何魂,2013-01-02 11:00,1.6,,2.7,340,35,1018.5,1,1.39,,0
159,何魂,2013-01-02 12:00,1.5,,3.9,320,34,1017.6,1,1.71,,0
159,何魂,2013-01-02 13:00,1.8,,3.8,360,30,1017.5,1,1.76,,2
159,何魂,2013-01-02 14:00,3.2,,3.1,360,29,1017.7,1,1.69,,0
159,何魂,2013-01-02 15:00,3.3,,2,20,30,1017.9,1,1.33,,0
159,何魂,2013-01-02 16:00,1.8,,3.1,360,31,1018.8,1,.87,,0
159,何魂,2013-01-02 17:00,-.2,,5.5,340,32,1019.7,.5,.27,,3
159,何魂,2013-01-02 18:00,-1,,3.8,340,34,1020.6,0,0,,2
159,何魂,2013-01-02 19:00,-1.8,,3.2,340,35,1021.5,,,,
159,何魂,2013-01-02 20:00,-2.4,,4.8,360,36,1022.1,,,,
159,何魂,2013-01-02 21:00,-3.4,,5.6,360,36,1022.3,,,,0
159,何魂,2013-01-02 22:00,-4.4,,6.7,360,31,1022.6,,,,
159,何魂,2013-01-02 23:00,-5.2,,4.1,360,29,1023.2,,,,
159,何魂,2013-01-03 00:00,-5.9,,3.7,360,30,1023.2,,,,0
159,何魂,2013-01-03 01:00,-6.2,,2.9,50,28,1023.1,,,,
159,何魂,2013-01-03 02:00,-6.4,,3.8,50,28,1023.1,,,,
159,何魂,2013-01-03 03:00,-6.4,,4.7,140,32,1023.4,,,,2
159,何魂,2013-01-03 04:00,-6.9,,6.3,360,36,1022.5,,,,2
159,何魂,2013-01-03 05:00,-7.2,,6,340,39,1023,,,,0
159,何魂,2013-01-03 06:00,-7.3,,5.5,360,40,1023.5,,,,0
159,何魂,2013-01-03 07:00,-7.5,,4.4,360,39,1024.4,,,,0
159,何魂,2013-01-03 08:00,-7.4,,2,70,34,1024.8,.1,.02,,2
159,何魂,2013-01-03 09:00,-6.5,,5,360,33,1024.9,.9,.34,,2
159,何魂,2013-01-03 10:00,-5.7,,4.3,20,29,1025.3,1,.94,,3
159,何魂,2013-01-03 11:00,-4.5,,4.5,360,26,1025.2,1,1.41,,4
159,何魂,2013-01-03 12:00,-3.5,,5.2,360,21,1024.3,1,1.86,,2
159,何魂,2013-01-03 13:00,-2.6,,3.9,320,21,1023.7,1,1.93,,1
159,何魂,2013-01-03 14:00,-1.6,,3.1,320,18,1023.1,1,1.89,,3
159,何魂,2013-01-03 15:00,-1.4,,3,290,20,1023.5,1,1.46,,5
159,何魂,2013-01-03 16:00,-3,,2.8,320,24,1023.1,.7,.68,,8
159,何魂,2013-01-03 17:00,-3.9,,3.2,340,25,1023.5,0,.23,,8
159,何魂,2013-01-03 18:00,-4.4,,2.7,360,26,1023.4,0,.01,,6
159,何魂,2013-01-03 19:00,-4.1,,3.2,140,23,1023,,,,
159,何魂,2013-01-03 20:00,-4.7,,2.7,270,20,1023.2,,,,
159,何魂,2013-01-03 21:00,-5.1,,2.6,20,18,1023.3,,,,5
159,何魂,2013-01-03 22:00,-5.7,,7.2,360,21,1022.7,,,,
159,何魂,2013-01-03 23:00,-6.2,,1.9,320,23,1023.1,,,,
159,何魂,2013-01-04 00:00,-6,,2.4,160,20,1022.3,,,,0
159,何魂,2013-01-04 01:00,-6.2,,4.2,360,21,1022.6,,,,
159,何魂,2013-01-04 02:00,-6.8,,3.2,20,26,1022.9,,,,
159,何魂,2013-01-04 03:00,-7.2,,3.6,340,29,1023.4,,,,0
159,何魂,2013-01-04 04:00,-8,,4.4,320,35,1022.9,,,,0
159,何魂,2013-01-04 05:00,-7.7,,4.3,320,31,1022.1,,,,0
159,何魂,2013-01-04 06:00,-7.2,,6.9,340,30,1021.5,,,,0
159,何魂,2013-01-04 07:00,-7,,6.8,320,30,1021.1,,,,0
159,何魂,2013-01-04 08:00,-6,,.9,20,26,1021.3,.3,.03,,1
159,何魂,2013-01-04 09:00,-5.5,,5.5,340,29,1021.6,1,.43,,2
159,何魂,2013-01-04 10:00,-3.3,,1.5,340,26,1021.8,1,.95,,2
159,何魂,2013-01-04 11:00,-.6,,1.4,320,22,1021.5,1,1.5,,0
159,何魂,2013-01-04 12:00,.7,,1.9,320,21,1020.7,1,1.82,,0
159,何魂,2013-01-04 13:00,2,,2,340,19,1019.6,1,1.91,,0
159,何魂,2013-01-04 14:00,1.9,,2.4,340,22,1018.7,1,1.85,,0
159,何魂,2013-01-04 15:00,2.3,,2.7,340,20,1018.3,1,1.48,,0
159,何魂,2013-01-04 16:00,1.7,,3.2,340,22,1018.2,1,1,,0
159,何魂,2013-01-04 17:00,.1,,3.3,340,25,1018.1,1,.38,,0
159,何魂,2013-01-04 18:00,-1,,4.4,340,28,1017.9,0,.01,,0
159,何魂,2013-01-04 19:00,-1.2,,3.3,340,27,1018.1,,,,
159,何魂,2013-01-04 20:00,-1.3,,3.4,340,26,1018.1,,,,
159,何魂,2013-01-04 21:00,-1.2,,4.2,340,22,1018,,,,0
159,何魂,2013-01-04 22:00,-1.6,,4.1,340,24,1017.4,,,,
159,何魂,2013-01-04 23:00,-2.1,,5.2,340,25,1017.1,,,,
159,何魂,2013-01-05 00:00,-2.1,,6.1,340,18,1016.9,,,,0
159,何魂,2013-01-05 01:00,-2.1,,4.9,340,16,1016.5,,,,
159,何魂,2013-01-05 02:00,-2.2,,6,340,16,1016.2,,,,
159,何魂,2013-01-05 03:00,-3.2,,2.7,320,20,1016,,,,0
159,何魂,2013-01-05 04:00,-2.9,,3.1,340,16,1015.3,,,,0
159,何魂,2013-01-05 05:00,-2.8,,3.1,320,15,1015.1,,,,0
159,何魂,2013-01-05 06:00,-2.7,,3,320,20,1015.5,,,,0
159,何魂,2013-01-05 07:00,-2.5,,5.7,340,15,1015.3,,,,0
159,何魂,2013-01-05 08:00,-3.3,,5.9,340,17,1015.3,0,.01,,5
159,何魂,2013-01-05 09:00,-2.3,,3.9,340,19,1015.7,.7,.37,,1
159,何魂,2013-01-05 10:00,-1.1,,2.6,340,15,1015.8,1,1.09,,0
159,何魂,2013-01-05 11:00,-.3,,4.4,360,16,1015.2,1,1.61,,0
159,何魂,2013-01-05 12:00,1.9,,2.6,180,14,1014.4,1,1.83,,0
159,何魂,2013-01-05 13:00,2.4,,4.3,250,14,1013.2,1,1.93,,0
159,何魂,2013-01-05 14:00,2.5,,5,270,18,1012.6,1,1.86,,4
159,何魂,2013-01-05 15:00,3.2,,4,270,21,1012.5,1,1.13,,5
159,何魂,2013-01-05 16:00,2.7,,2,250,26,1012.9,1,.88,,5
159,何魂,2013-01-05 17:00,2,,2.1,180,29,1013.9,1,.42,,0
159,何魂,2013-01-05 18:00,.5,,1.6,200,32,1014.1,0,.01,,0
159,何魂,2013-01-05 19:00,-.1,,1.2,360,35,1014.5,,,,
159,何魂,2013-01-05 20:00,-.6,,1.7,250,37,1015.1,,,,
159,何魂,2013-01-05 21:00,-.8,,1.5,360,40,1015.2,,,,0
159,何魂,2013-01-05 22:00,-1.4,,2.5,320,44,1014.9,,,,
159,何魂,2013-01-05 23:00,-1.6,,4.8,320,44,1014,,,,
159,何魂,2013-01-06 00:00,-1.9,,4.6,290,45,1014.3,,,,0
159,何魂,2013-01-06 01:00,-2.2,,6.1,340,47,1014,,,,
159,何魂,2013-01-06 02:00,-2.6,,6.9,340,49,1014.4,,,,
