지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위)
152,울산,2023-01-01 01:00,2.2,,2.4,320,46,1017.8,,,,0
152,울산,2023-01-01 02:00,1.9,,1.9,290,48,1017.9,,,,0
152,울산,2023-01-01 03:00,2.5,,2.8,290,47,1017.7,,,,0
152,울산,2023-01-01 04:00,2.2,,2.6,270,50,1017.6,,,,0
152,울산,2023-01-01 05:00,2.2,,2.3,320,50,1017.2,,,,0
152,울산,2023-01-01 06:00,1.8,,1.7,290,53,1017.5,,,,0
152,울산,2023-01-01 07:00,1,,1.3,290,52,1018,,,,0
152,울산,2023-01-01 08:00,1.9,,1.7,270,50,1018.7,0,,,0
152,울산,2023-01-01 09:00,3.7,,2.4,290,47,1018.9,.9,,,0
152,울산,2023-01-01 10:00,4.6,,3.9,290,45,1019.2,1,,,0
152,울산,2023-01-01 11:00,5.4,,3.6,320,43,1019.1,1,,,1
152,울산,2023-01-01 12:00,6.2,,3.9,320,42,1018.1,1,,,0
152,울산,2023-01-01 13:00,7.1,,2.3,320,37,1016.9,1,,,4
152,울산,2023-01-01 14:00,7.8,,3.3,290,33,1016.5,1,,,1
152,울산,2023-01-01 15:00,8,,3.8,290,29,1016.4,1,,,0
152,울산,2023-01-01 16:00,7.5,,3.8,320,24,1016.2,1,,,0
152,울산,2023-01-01 17:00,6.6,,3.2,320,24,1016.7,.8,,,0
152,울산,2023-01-01 18:00,5.5,,2.4,290,26,1017.2,0,,,3
152,울산,2023-01-01 19:00,4.8,,2.3,290,25,1018,,,,3
152,울산,2023-01-01 20:00,3.3,,1.3,290,27,1018.6,,,,6
152,울산,2023-01-01 21:00,2.3,,.1,0,29,1018.3,,,,6
152,울산,2023-01-01 22:00,2.7,,.8,290,27,1018.4,,,,6
152,울산,2023-01-01 23:00,3.5,,1.8,290,24,1018.6,,,,9
152,울산,2023-01-02 00:00,3.2,,2.8,360,23,1018.4,,,,8
152,울산,2023-01-02 01:00,1.8,,1.4,140,29,1018.5,,,,7
152,울산,2023-01-02 02:00,.9,,.9,360,31,1018.6,,,,7
152,울산,2023-01-02 03:00,.9,,1.5,360,27,1019,,,,8
152,울산,2023-01-02 04:00,.3,,3.1,320,25,1019,,,,8
152,울산,2023-01-02 05:00,0,,3.9,320,24,1019,,,,8
152,울산,2023-01-02 06:00,-.4,,4.3,320,25,1018.6,,,,9
152,울산,2023-01-02 07:00,-.6,,3.5,320,24,1018.8,,,,8
152,울산,2023-01-02 08:00,-.3,,4.2,320,23,1019.1,0,,,8
152,울산,2023-01-02 09:00,-.3,,3.7,340,24,1019.7,.7,,,8
152,울산,2023-01-02 10:00,-.1,,1.3,360,21,1019.8,.2,,,8
152,울산,2023-01-02 11:00,.6,,3,320,17,1019.5,0,,,8
152,울산,2023-01-02 12:00,2.9,,3.3,320,10,1018.2,.2,,,4
152,울산,2023-01-02 13:00,4.5,,3.4,320,9,1016.9,1,,,3
152,울산,2023-01-02 14:00,5.2,,3.5,340,9,1016.1,1,,,3
152,울산,2023-01-02 15:00,5.2,,3.4,340,9,1015.9,1,,,2
152,울산,2023-01-02 16:00,4.7,,2.8,340,10,1016.2,1,,,4
152,울산,2023-01-02 17:00,3.6,,3.1,270,11,1016.3,.8,,,2
152,울산,2023-01-02 18:00,2.3,,2,340,13,1016.6,0,,,2
152,울산,2023-01-02 19:00,1.4,,.5,360,15,1017.3,,,,6
152,울산,2023-01-02 20:00,.3,,2.1,50,19,1017.8,,,,6
152,울산,2023-01-02 21:00,1,,1.7,360,18,1017.9,,,,6
152,울산,2023-01-02 22:00,-.3,,2.1,70,23,1017.6,,,,2
152,울산,2023-01-02 23:00,-.5,,1.5,50,24,1017.3,,,,0
152,울산,2023-01-03 00:00,-.7,,2.6,360,27,1017.2,,,,0
152,울산,2023-01-03 01:00,-1.5,,1.7,340,30,1016.8,,,,0
152,울산,2023-01-03 02:00,-1.8,,.8,320,31,1016.8,,,,0
152,울산,2023-01-03 03:00,-1.9,,1.5,20,32,1017,,,,0
152,울산,2023-01-03 04:00,-3.1,,1.6,110,37,1017.1,,,,5
152,울산,2023-01-03 05:00,-2.8,,.8,340,34,1016.9,,,,8
152,울산,2023-01-03 06:00,-1.2,,3.4,320,26,1017.2,,,,8
152,울산,2023-01-03 07:00,-1.9,,3.5,340,29,1017.3,,,,7
152,울산,2023-01-03 08:00,-1.9,,3,340,29,1017.5,0,,,0
152,울산,2023-01-03 09:00,-.5,,1.5,180,27,1017.6,.9,,,0
152,울산,2023-01-03 10:00,1,,1.8,340,22,1017.8,1,,,0
152,울산,2023-01-03 11:00,2.5,,1.6,360,19,1017.7,1,,,0
152,울산,2023-01-03 12:00,4.2,,1.6,290,18,1016.9,1,,,0
152,울산,2023-01-03 13:00,5,,2.6,360,15,1016.1,1,,,0
152,울산,2023-01-03 14:00,5.1,,3.3,270,14,1015.5,1,,,0
152,울산,2023-01-03 15:00,5.3,,3.7,320,12,1015.1,1,,,0
152,울산,2023-01-03 16:00,4.9,,3.2,320,12,1015.2,1,,,0
152,울산,2023-01-03 17:00,3.7,,1.9,290,14,1015.6,.8,,,0
152,울산,2023-01-03 18:00,2.3,,2.2,360,17,1015.9,0,,,0
152,울산,2023-01-03 19:00,.5,,1.1,360,21,1016.3,,,,0
152,울산,2023-01-03 20:00,.8,,1.8,20,21,1016.6,,,,0
152,울산,2023-01-03 21:00,0,,2,360,23,1016.8,,,,0
152,울산,2023-01-03 22:00,-.4,,1.9,340,26,1016.8,,,,0
152,울산,2023-01-03 23:00,-.4,,3,360,27,1016.6,,,,0
152,울산,2023-01-04 00:00,-.8,,2.7,360,29,1016.7,,,,0
152,울산,2023-01-04 01:00,-1.6,,1.9,20,34,1016.8,,,,0
152,울산,2023-01-04 02:00,-2,,2.2,20,37,1017.4,,,,0
152,울산,2023-01-04 03:00,-2.5,,2.4,50,35,1017.6,,,,0
152,울산,2023-01-04 04:00,-2.6,,2.2,360,32,1017.7,,,,0
152,울산,2023-01-04 05:00,-3.1,,1.6,360,29,1017.8,,,,0
152,울산,2023-01-04 06:00,-3,,1.1,50,29,1018,,,,0
152,울산,2023-01-04 07:00,-3.3,,1.3,360,35,1018.4,,,,0
152,울산,2023-01-04 08:00,-2.6,,1.9,360,41,1018.8,0,,,0
152,울산,2023-01-04 09:00,.6,,3.5,340,44,1019.2,.9,,,0
152,울산,2023-01-04 10:00,2.1,,5.4,290,45,1018.8,1,,,0
152,울산,2023-01-04 11:00,3.2,,5.4,290,42,1018.3,1,,,0
152,울산,2023-01-04 12:00,4.3,,4.4,270,38,1018.2,1,,,0
152,울산,2023-01-04 13:00,5.3,,3.8,320,34,1018,1,,,0
152,울산,2023-01-04 14:00,6.2,,3.5,290,32,1017.4,1,,,0
152,울산,2023-01-04 15:00,6.7,,2.5,290,29,1017.5,1,,,0
152,울산,2023-01-04 16:00,6.4,,2.5,290,28,1017.4,1,,,0
152,울산,2023-01-04 17:00,5.4,,2.2,290,30,1017.7,.8,,,0
152,울산,2023-01-04 18:00,3.1,,1,340,37,1018.2,0,,,0
152,울산,2023-01-04 19:00,3,,1.7,340,37,1018.6,,,,0
152,울산,2023-01-04 20:00,3.6,,2.8,320,32,1019,,,,0
152,울산,2023-01-04 21:00,2.9,,2.4,320,33,1019.2,,,,0
152,울산,2023-01-04 22:00,1.7,,.7,320,36,1019.2,,,,0
152,울산,2023-01-04 23:00,.7,,.6,160,40,1019.5,,,,0
152,울산,2023-01-05 00:00,.7,,.9,90,40,1019.5,,,,0
152,울산,2023-01-05 01:00,.3,,.5,70,42,1019.9,,,,0
152,울산,2023-01-05 02:00,.6,,2.4,360,42,1019.8,,,,0
152,울산,2023-01-05 03:00,.9,,2.3,360,46,1020.1,,,,0
152,울산,2023-01-05 04:00,.4,,2,340,46,1019.9,,,,0
152,울산,2023-01-05 05:00,-.2,,2.2,360,49,1019.9,,,,5
152,울산,2023-01-05 06:00,-.4,,2.2,360,50,1020,,,,2
152,울산,2023-01-05 07:00,-1.1,,1.2,50,52,1020.3,,,,5
152,울산,2023-01-05 08:00,-.7,,2,50,52,1020.5,0,,,6
152,울산,2023-01-05 09:00,2.4,,1.2,70,41,1020.7,.5,,,7
152,울산,2023-01-05 10:00,4.4,,3.9,290,39,1021,.7,,,8
152,울산,2023-01-05 11:00,5.1,,3.3,290,39,1020.9,.5,,,6
152,울산,2023-01-05 12:00,6.4,,3.6,320,38,1019.5,1,,,0
152,울산,2023-01-05 13:00,7.3,,4.7,290,37,1017.7,1,,,0
152,울산,2023-01-05 14:00,7.7,,3.3,290,36,1017.2,1,,,0
152,울산,2023-01-05 15:00,7.7,,3.7,290,36,1017.3,1,,,0
152,울산,2023-01-05 16:00,7.3,,3.3,290,35,1017.5,1,,,0
152,울산,2023-01-05 17:00,6.5,,4.1,290,37,1018.1,.8,,,0
152,울산,2023-01-05 18:00,5.9,,3.6,290,40,1018.4,0,,,5
152,울산,2023-01-05 19:00,5.6,,3.2,290,42,1018,,,,6
152,울산,2023-01-05 20:00,5,,2.8,20,45,1017.9,,,,5
152,울산,2023-01-05 21:00,3.3,,1.3,50,52,1018.1,,,,7
152,울산,2023-01-05 22:00,2.8,,1.7,360,53,1018.3,,,,8
152,울산,2023-01-05 23:00,1.4,,.3,0,60,1018.3,,,,8
152,울산,2023-01-06 00:00,1,,.9,20,63,1018,,,,7
152,울산,2023-01-06 01:00,1.2,,1,20,64,1017.6,,,,7
152,울산,2023-01-06 02:00,.8,,1.7,340,65,1017.5,,,,6
152,울산,2023-01-06 03:00,.5,,1.2,360,68,1017.2,,,,0
152,울산,2023-01-06 04:00,.3,,1.3,360,67,1016.6,,,,3
152,울산,2023-01-06 05:00,.9,,1.7,340,64,1016,,,,3
152,울산,2023-01-06 06:00,.8,,2.6,340,66,1015.4,,,,4
152,울산,2023-01-06 07:00,.4,,1.4,340,65,1015.6,,,,0
152,울산,2023-01-06 08:00,.1,,1.7,340,67,1015.4,0,,,4
152,울산,2023-01-06 09:00,2,,1.1,290,63,1015.7,.4,,,6
152,울산,2023-01-06 10:00,3.8,,1.7,20,54,1015.3,.7,,,6
152,울산,2023-01-06 11:00,5.4,,1.6,200,48,1014.7,1,,,6
152,울산,2023-01-06 12:00,6.8,,1.3,360,44,1013.4,1,,,3
152,울산,2023-01-06 13:00,8,,2.3,50,34,1012.2,1,,,0
152,울산,2023-01-06 14:00,8.9,,2.1,70,29,1010.8,1,,,0
152,울산,2023-01-06 15:00,9.4,,1.7,90,25,1009.7,1,,,0
152,울산,2023-01-06 16:00,9.4,,1.2,50,25,1009.4,1,,,0
152,울산,2023-01-06 17:00,8.1,,1.1,140,40,1008.9,.8,,,0
152,울산,2023-01-06 18:00,6.2,,.2,0,50,1009.1,0,,,0
152,울산,2023-01-06 19:00,5.8,,1.7,290,48,1009.2,,,,0
152,울산,2023-01-06 20:00,4.6,,.9,340,56,1008.4,,,,0
152,울산,2023-01-06 21:00,3.4,,.8,20,52,1008,,,,0
152,울산,2023-01-06 22:00,2.5,,1.9,360,45,1007.7,,,,5
152,울산,2023-01-06 23:00,2.6,,.7,140,44,1006.9,,,,8
152,울산,2023-01-07 00:00,3.7,,1.5,320,40,1006,,,,6
152,울산,2023-01-07 01:00,2.1,,.3,0,55,1005,,,,10
152,울산,2023-01-07 02:00,4,,2.2,270,61,1004.1,,,,2
152,울산,2023-01-07 03:00,3.7,.1,1.6,250,63,1003.9,,,,8
152,울산,2023-01-07 04:00,4.9,,2,270,63,1003.4,,,,5
152,울산,2023-01-07 05:00,4.4,,2.3,320,58,1003.7,,,,2
152,울산,2023-01-07 06:00,4.8,,2.9,290,54,1003.9,,,,0
152,울산,2023-01-07 07:00,4.3,,1.1,320,50,1004.6,,,,0
152,울산,2023-01-07 08:00,4.6,,1.9,320,51,1005.4,0,,,0
152,울산,2023-01-07 09:00,5.5,,2.7,290,50,1006.4,0,,,6
152,울산,2023-01-07 10:00,6.4,,2.5,320,49,1006.8,.4,,,7
152,울산,2023-01-07 11:00,6.9,,2.7,320,43,1007.3,1,,,6
152,울산,2023-01-07 12:00,7.7,,3.8,320,39,1006.9,1,,,3
152,울산,2023-01-07 13:00,8,,3.6,320,34,1006.5,1,,,3
152,울산,2023-01-07 14:00,8,,3.4,320,30,1006.6,1,,,0
152,울산,2023-01-07 15:00,7.8,,3.7,320,29,1006.8,1,,,0
152,울산,2023-01-07 16:00,7.4,,4.4,290,31,1007.4,1,,,0
152,울산,2023-01-07 17:00,6.7,,4.4,270,34,1007.9,.8,,,0
152,울산,2023-01-07 18:00,6,,3.9,290,36,1008.8,0,,,0
152,울산,2023-01-07 19:00,5.4,,2.4,320,38,1010,,,,0
152,울산,2023-01-07 20:00,4.9,,3.7,320,38,1010.5,,,,0
152,울산,2023-01-07 21:00,4.3,,2.2,340,36,1011,,,,0
152,울산,2023-01-07 22:00,2.9,,1.5,20,39,1011.7,,,,0
152,울산,2023-01-07 23:00,2.4,,2.5,360,45,1012.2,,,,1
152,울산,2023-01-08 00:00,2.4,,2.8,340,45,1012.5,,,,0
152,울산,2023-01-08 01:00,1.9,,3.5,320,51,1012.3,,,,0
152,울산,2023-01-08 02:00,1.2,,2.2,340,52,1012.6,,,,0
152,울산,2023-01-08 03:00,.1,,1,360,58,1013.1,,,,0
152,울산,2023-01-08 04:00,1.2,,3.4,340,54,1013.6,,,,0
152,울산,2023-01-08 05:00,.3,,3.1,340,59,1013.6,,,,0
152,울산,2023-01-08 06:00,.5,,3.2,340,58,1013.8,,,,0
152,울산,2023-01-08 07:00,.1,,1.7,50,59,1014.4,,,,0
152,울산,2023-01-08 08:00,.2,,1.9,320,60,1014.2,0,,,4
152,울산,2023-01-08 09:00,2.2,,1.3,320,53,1014.9,.9,,,1
152,울산,2023-01-08 10:00,4,,2,360,47,1015.7,1,,,5
152,울산,2023-01-08 11:00,6.9,,.9,360,38,1015.2,1,,,0
152,울산,2023-01-08 12:00,7.5,,1.8,90,32,1014.3,1,,,0
152,울산,2023-01-08 13:00,8.4,,1.8,110,28,1013.4,1,,,0
152,울산,2023-01-08 14:00,11.3,,.7,340,19,1012.7,1,,,0
152,울산,2023-01-08 15:00,10.8,,1.8,180,23,1012.3,1,,,0
152,울산,2023-01-08 16:00,10.4,,2.3,160,31,1012.7,1,,,0
152,울산,2023-01-08 17:00,9,,.2,0,38,1013,.8,,,0
152,울산,2023-01-08 18:00,7.7,,1.8,320,42,1013.4,0,,,0
152,울산,2023-01-08 19:00,7.3,,2.1,340,25,1014,,,,0
152,울산,2023-01-08 20:00,5.2,,.8,340,30,1014.2,,,,0
152,울산,2023-01-08 21:00,5.7,,1.4,320,28,1014.4,,,,0
152,울산,2023-01-08 22:00,4,,.4,0,36,1014.4,,,,0
152,울산,2023-01-08 23:00,3.4,,.3,0,35,1014.4,,,,0
152,울산,2023-01-09 00:00,3.6,,1,360,34,1014.2,,,,0
152,울산,2023-01-09 01:00,2.5,,0,0,39,1013.6,,,,0
152,울산,2023-01-09 02:00,2,,.4,0,43,1013.2,,,,0
152,울산,2023-01-09 03:00,2.8,,.8,290,40,1013,,,,0
152,울산,2023-01-09 04:00,2.7,,.4,0,39,1012.5,,,,0
152,울산,2023-01-09 05:00,1.3,,.8,110,46,1012.3,,,,0
152,울산,2023-01-09 06:00,3.9,,1.2,290,51,1012.4,,,,0
152,울산,2023-01-09 07:00,3.9,,2.6,340,44,1012.4,,,,0
152,울산,2023-01-09 08:00,4.5,,1.9,340,42,1012.7,0,,,0
152,울산,2023-01-09 09:00,4.7,,.7,20,49,1012.8,.7,,,0
152,울산,2023-01-09 10:00,9.1,,.4,0,40,1013,1,,,0
152,울산,2023-01-09 11:00,10.9,,1.6,160,47,1012.3,1,,,4
152,울산,2023-01-09 12:00,13.9,,2,180,41,1010.8,1,,,5
152,울산,2023-01-09 13:00,14.5,,2.5,270,41,1009.7,1,,,6
152,울산,2023-01-09 14:00,14.4,,3.9,250,40,1009.2,1,,,4
152,울산,2023-01-09 15:00,14.7,,3.2,290,39,1009,1,,,4
152,울산,2023-01-09 16:00,11.9,,3,360,47,1009.5,.9,,,2
152,울산,2023-01-09 17:00,10.5,,3.6,360,55,1010.1,.7,,,2
152,울산,2023-01-09 18:00,9.4,,4.7,340,58,1010.9,0,,,0
152,울산,2023-01-09 19:00,8.5,,4.8,340,56,1012.1,,,,0
152,울산,2023-01-09 20:00,7.6,,3,360,59,1013.5,,,,0
152,울산,2023-01-09 21:00,6.7,,3.1,340,58,1014,,,,0
152,울산,2023-01-09 22:00,5.8,,2.2,340,61,1014.7,,,,0
152,울산,2023-01-09 23:00,5.1,,2.6,340,62,1015.3,,,,0
152,울산,2023-01-10 00:00,4.8,,2.4,340,59,1015.5,,,,0
152,울산,2023-01-10 01:00,4.1,,3,320,62,1016,,,,0
152,울산,2023-01-10 02:00,3.1,,2.1,320,65,1016.5,,,,1
152,울산,2023-01-10 03:00,2.7,,1.6,340,65,1017.1,,,,0
152,울산,2023-01-10 04:00,2.2,,1.4,360,65,1017.3,,,,0
152,울산,2023-01-10 05:00,1.9,,2.1,340,64,1017.3,,,,0
152,울산,2023-01-10 06:00,2,,2.7,320,63,1017.8,,,,0
152,울산,2023-01-10 07:00,2.9,,2.8,340,62,1018.4,,,,5
152,울산,2023-01-10 08:00,2,,1.8,340,65,1019,0,,,3
152,울산,2023-01-10 09:00,3.6,0,1,360,67,1019.4,.2,,,4
152,울산,2023-01-10 10:00,6.3,,1.9,360,57,1019.6,1,,,2
152,울산,2023-01-10 11:00,8.8,,1.3,360,56,1019.5,1,,,3
152,울산,2023-01-10 12:00,9.8,,1.3,50,48,1018.6,1,,,3
152,울산,2023-01-10 13:00,11.1,,1.4,160,42,1017.7,1,,,3
152,울산,2023-01-10 14:00,11.1,,1.7,140,42,1017.1,1,,,2
152,울산,2023-01-10 15:00,10.5,,2.4,140,43,1017.1,1,,,0
152,울산,2023-01-10 16:00,10.2,,2.4,160,44,1017.1,1,,,0
152,울산,2023-01-10 17:00,8.9,,1.8,140,49,1017,.9,,,0
152,울산,2023-01-10 18:00,7.9,,1.2,160,56,1017.3,0,,,0
152,울산,2023-01-10 19:00,7.1,,1,230,61,1017.4,,,,0
152,울산,2023-01-10 20:00,6,,.8,360,64,1017.1,,,,6
152,울산,2023-01-10 21:00,5.7,,.3,0,66,1017,,,,9
152,울산,2023-01-10 22:00,4.9,,.2,0,70,1016.8,,,,9
152,울산,2023-01-10 23:00,4.2,,.6,50,71,1016.9,,,,6
152,울산,2023-01-11 00:00,4.4,,.4,0,71,1016.9,,,,7
152,울산,2023-01-11 01:00,3.7,,0,0,78,1016.3,,,,5
152,울산,2023-01-11 02:00,3.1,,.2,0,78,1016.3,,,,5
152,울산,2023-01-11 03:00,3.3,,.7,340,79,1016.3,,,,7
152,울산,2023-01-11 04:00,3.4,,1.5,270,74,1015.9,,,,5
152,울산,2023-01-11 05:00,3.6,,2,320,76,1015.9,,,,0
152,울산,2023-01-11 06:00,3.6,,2.2,320,76,1015.7,,,,0
152,울산,2023-01-11 07:00,1.9,,1,320,83,1015.6,,,,0
152,울산,2023-01-11 08:00,3.5,,1.8,320,77,1015.7,0,,,0
152,울산,2023-01-11 09:00,5.3,,1.2,20,70,1016.3,.9,,,0
152,울산,2023-01-11 10:00,8.4,,.9,110,59,1016.6,1,,,0
152,울산,2023-01-11 11:00,9.7,,1.5,90,47,1016.2,1,,,0
152,울산,2023-01-11 12:00,11.4,,1.9,140,37,1015,1,,,0
152,울산,2023-01-11 13:00,12.5,,1.9,180,30,1014.1,1,,,0
152,울산,2023-01-11 14:00,13.9,,2.6,230,22,1013.3,1,,,0
152,울산,2023-01-11 15:00,15.2,,.7,320,12,1012.8,1,,,0
152,울산,2023-01-11 16:00,14.5,,1.6,320,11,1012.8,1,,,0
152,울산,2023-01-11 17:00,12.8,,1.5,20,13,1012.8,.9,,,0
152,울산,2023-01-11 18:00,10.9,,2.1,340,15,1013.3,0,,,0
152,울산,2023-01-11 19:00,8.8,,.3,0,18,1013.7,,,,0
152,울산,2023-01-11 20:00,8.4,,1.5,360,18,1013.8,,,,0
152,울산,2023-01-11 21:00,7.1,,.3,0,22,1014.2,,,,0
152,울산,2023-01-11 22:00,7.2,,.7,320,29,1014.1,,,,0
152,울산,2023-01-11 23:00,6,,.4,0,36,1013.9,,,,0
152,울산,2023-01-12 00:00,6.1,,.7,290,44,1013.7,,,,0
152,울산,2023-01-12 01:00,5.2,,.6,320,38,1013.5,,,,0
152,울산,2023-01-12 02:00,3.8,,.1,0,47,1013.7,,,,0
152,울산,2023-01-12 03:00,2.1,,1,200,51,1013.7,,,,0
152,울산,2023-01-12 04:00,3.8,,1.9,20,45,1013.5,,,,0
152,울산,2023-01-12 05:00,2.3,,.7,160,48,1013.9,,,,0
152,울산,2023-01-12 06:00,4.5,,1,290,47,1014.1,,,,0
152,울산,2023-01-12 07:00,4.2,,1.3,320,48,1014.4,,,,0
152,울산,2023-01-12 08:00,4.1,,.5,340,50,1014.6,0,,,0
152,울산,2023-01-12 09:00,6.6,,1.1,360,49,1014.9,.9,,,0
152,울산,2023-01-12 10:00,8.4,,.7,140,40,1015.2,1,,,0
